OrderId,OrderDate,SKU,ProductName,Category,Quantity,UnitPrice,Discount,FinalUnitPrice,LineTotal,Status,Region
ORD-0125,2025-01-07,SKU005,Women's Ankle Boots,Footwear,2,58.0,0,58.0,116.0,Delivered,Norwich
ORD-0126,2025-01-30,SKU005,Women's Ankle Boots,Footwear,3,58.0,0,58.0,174.0,Delivered,Norwich
ORD-0127,2025-01-17,SKU006,Velvet Cushion Cover,Home,1,14.0,0.1,12.6,12.6,Delivered,West Midlands
ORD-0127,2025-01-17,SKU004,Men's Oxford Shirt,Menswear,2,26.0,0.1,23.4,46.8,Delivered,West Midlands
ORD-0128,2025-01-03,SKU002,Women's Floral Dress,Womenswear,1,45.0,0,45.0,45.0,Dispatched,Manchester
ORD-0129,2025-03-02,SKU012,Men's Wool Coat,Menswear,1,89.0,0.2,71.2,71.2,Returned,Liverpool
ORD-0130,2025-03-06,SKU020,Men's Belt,Accessories,3,22.0,0.2,17.6,52.8,Cancelled,West Midlands
ORD-0131,2025-03-24,SKU002,Women's Floral Dress,Womenswear,4,45.0,0,45.0,180.0,Dispatched,London
ORD-0131,2025-03-24,SKU016,Men's Graphic Tee,Menswear,1,15.0,0.1,13.5,13.5,Dispatched,London
ORD-0131,2025-03-24,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,2,16.0,0,16.0,32.0,Dispatched,London
ORD-0131,2025-03-24,SKU014,Cotton Bedding Set Double,Home,2,35.0,0,35.0,70.0,Dispatched,London
ORD-0132,2025-03-21,SKU018,Kids' Wellies,Footwear,3,20.0,0.2,16.0,48.0,Returned,Cardiff
ORD-0132,2025-03-21,SKU011,Women's Running Trainers,Footwear,4,52.0,0,52.0,208.0,Returned,Cardiff
ORD-0133,2025-03-31,SKU018,Kids' Wellies,Footwear,4,20.0,0,20.0,80.0,Dispatched,Yorkshire
ORD-0134,2025-02-22,SKU015,Women's Leather Bag,Accessories,1,65.0,0.1,58.5,58.5,Dispatched,Cardiff
ORD-0135,2025-02-24,SKU009,Kids' School Polo 2-Pack,Childrenswear,4,12.0,0,12.0,48.0,Delivered,Edinburgh
ORD-0136,2025-01-12,SKU003,Kids' Puffer Jacket,Childrenswear,1,28.0,0.25,21.0,21.0,Delivered,Edinburgh
ORD-0136,2025-01-12,SKU014,Cotton Bedding Set Double,Home,3,35.0,0,35.0,105.0,Delivered,Edinburgh
ORD-0136,2025-01-12,SKU004,Men's Oxford Shirt,Menswear,4,26.0,0.1,23.4,93.6,Delivered,Edinburgh
ORD-0137,2025-03-27,SKU014,Cotton Bedding Set Double,Home,3,35.0,0,35.0,105.0,Delivered,Norwich
ORD-0137,2025-03-27,SKU002,Women's Floral Dress,Womenswear,2,45.0,0,45.0,90.0,Delivered,Norwich
ORD-0137,2025-03-27,SKU010,Scented Candle Set,Home,4,18.0,0,18.0,72.0,Delivered,Norwich
ORD-0138,2025-01-14,SKU018,Kids' Wellies,Footwear,3,20.0,0,20.0,60.0,Delivered,Edinburgh
ORD-0139,2025-02-24,SKU020,Men's Belt,Accessories,3,22.0,0,22.0,66.0,Cancelled,Norwich
ORD-0139,2025-02-24,SKU018,Kids' Wellies,Footwear,2,20.0,0,20.0,40.0,Cancelled,Norwich
ORD-0139,2025-02-24,SKU001,Men's Slim Fit Jeans,Menswear,3,32.0,0.1,28.8,86.4,Cancelled,Norwich
ORD-0140,2025-02-14,SKU005,Women's Ankle Boots,Footwear,4,58.0,0,58.0,232.0,Cancelled,Norwich
ORD-0141,2025-01-19,SKU001,Men's Slim Fit Jeans,Menswear,4,32.0,0.15,27.2,108.8,Delivered,Liverpool
ORD-0141,2025-01-19,SKU003,Kids' Puffer Jacket,Childrenswear,4,28.0,0.1,25.2,100.8,Delivered,Liverpool
ORD-0142,2025-01-21,SKU011,Women's Running Trainers,Footwear,1,52.0,0,52.0,52.0,Returned,Norwich
ORD-0143,2025-01-20,SKU020,Men's Belt,Accessories,1,22.0,0,22.0,22.0,Cancelled,West Midlands
ORD-0144,2025-02-26,SKU016,Men's Graphic Tee,Menswear,2,15.0,0.25,11.25,22.5,Delivered,Cardiff
ORD-0144,2025-02-26,SKU015,Women's Leather Bag,Accessories,1,65.0,0.1,58.5,58.5,Delivered,Cardiff
ORD-0145,2025-02-25,SKU019,Faux Fur Throw,Home,3,42.0,0,42.0,126.0,Processing,Newcastle
ORD-0146,2025-01-29,SKU020,Men's Belt,Accessories,2,22.0,0,22.0,44.0,Delivered,West Midlands
ORD-0147,2025-01-28,SKU009,Kids' School Polo 2-Pack,Childrenswear,1,12.0,0.2,9.6,9.6,Delivered,Edinburgh
ORD-0147,2025-01-28,SKU010,Scented Candle Set,Home,4,18.0,0,18.0,72.0,Delivered,Edinburgh
ORD-0148,2025-01-17,SKU008,Women's Knit Jumper,Womenswear,3,38.0,0,38.0,114.0,Processing,Liverpool
ORD-0149,2025-02-20,SKU002,Women's Floral Dress,Womenswear,3,45.0,0.15,38.25,114.75,Delivered,Newcastle
ORD-0149,2025-02-20,SKU014,Cotton Bedding Set Double,Home,4,35.0,0.15,29.75,119.0,Delivered,Newcastle
ORD-0149,2025-02-20,SKU001,Men's Slim Fit Jeans,Menswear,3,32.0,0,32.0,96.0,Delivered,Newcastle
ORD-0150,2025-02-21,SKU011,Women's Running Trainers,Footwear,4,52.0,0.1,46.8,187.2,Returned,Manchester
ORD-0151,2025-01-12,SKU004,Men's Oxford Shirt,Menswear,4,26.0,0.25,19.5,78.0,Dispatched,Yorkshire
ORD-0152,2025-01-11,SKU010,Scented Candle Set,Home,3,18.0,0,18.0,54.0,Delivered,Edinburgh
ORD-0153,2025-01-10,SKU004,Men's Oxford Shirt,Menswear,3,26.0,0.1,23.4,70.2,Delivered,Liverpool
ORD-0153,2025-01-10,SKU017,Women's Wide Leg Trousers,Womenswear,2,34.0,0,34.0,68.0,Delivered,Liverpool
ORD-0154,2025-01-14,SKU007,Men's Chino Trousers,Menswear,2,30.0,0,30.0,60.0,Returned,Manchester
ORD-0155,2025-01-23,SKU016,Men's Graphic Tee,Menswear,4,15.0,0,15.0,60.0,Delivered,Edinburgh
ORD-0155,2025-01-23,SKU015,Women's Leather Bag,Accessories,4,65.0,0.2,52.0,208.0,Delivered,Edinburgh
ORD-0155,2025-01-23,SKU019,Faux Fur Throw,Home,3,42.0,0,42.0,126.0,Delivered,Edinburgh
ORD-0155,2025-01-23,SKU011,Women's Running Trainers,Footwear,1,52.0,0.1,46.8,46.8,Delivered,Edinburgh
ORD-0156,2025-03-06,SKU015,Women's Leather Bag,Accessories,1,65.0,0.1,58.5,58.5,Delivered,Newcastle
ORD-0157,2025-02-06,SKU003,Kids' Puffer Jacket,Childrenswear,4,28.0,0.2,22.4,89.6,Returned,Norwich
ORD-0158,2025-03-16,SKU002,Women's Floral Dress,Womenswear,2,45.0,0.1,40.5,81.0,Cancelled,Norwich
ORD-0158,2025-03-16,SKU015,Women's Leather Bag,Accessories,4,65.0,0.25,48.75,195.0,Cancelled,Norwich
ORD-0159,2025-01-20,SKU015,Women's Leather Bag,Accessories,2,65.0,0,65.0,130.0,Cancelled,Liverpool
ORD-0159,2025-01-20,SKU004,Men's Oxford Shirt,Menswear,2,26.0,0.2,20.8,41.6,Cancelled,Liverpool
ORD-0159,2025-01-20,SKU011,Women's Running Trainers,Footwear,4,52.0,0.25,39.0,156.0,Cancelled,Liverpool
ORD-0159,2025-01-20,SKU003,Kids' Puffer Jacket,Childrenswear,2,28.0,0.1,25.2,50.4,Cancelled,Liverpool
ORD-0160,2025-02-17,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,3,16.0,0,16.0,48.0,Delivered,Norwich
ORD-0160,2025-02-17,SKU014,Cotton Bedding Set Double,Home,3,35.0,0,35.0,105.0,Delivered,Norwich
ORD-0160,2025-02-17,SKU011,Women's Running Trainers,Footwear,4,52.0,0,52.0,208.0,Delivered,Norwich
ORD-0161,2025-02-02,SKU020,Men's Belt,Accessories,2,22.0,0.1,19.8,39.6,Delivered,Edinburgh
ORD-0161,2025-02-02,SKU005,Women's Ankle Boots,Footwear,3,58.0,0.15,49.3,147.9,Delivered,Edinburgh
ORD-0162,2025-01-17,SKU003,Kids' Puffer Jacket,Childrenswear,3,28.0,0,28.0,84.0,Dispatched,Liverpool
ORD-0162,2025-01-17,SKU010,Scented Candle Set,Home,1,18.0,0.15,15.3,15.3,Dispatched,Liverpool
ORD-0163,2025-03-07,SKU012,Men's Wool Coat,Menswear,2,89.0,0.1,80.1,160.2,Delivered,Bristol
ORD-0164,2025-03-04,SKU005,Women's Ankle Boots,Footwear,3,58.0,0,58.0,174.0,Delivered,Manchester
ORD-0165,2025-03-06,SKU017,Women's Wide Leg Trousers,Womenswear,2,34.0,0.15,28.9,57.8,Returned,Edinburgh
ORD-0165,2025-03-06,SKU002,Women's Floral Dress,Womenswear,2,45.0,0,45.0,90.0,Returned,Edinburgh
ORD-0166,2025-01-24,SKU020,Men's Belt,Accessories,3,22.0,0,22.0,66.0,Dispatched,West Midlands
ORD-0166,2025-01-24,SKU006,Velvet Cushion Cover,Home,4,14.0,0,14.0,56.0,Dispatched,West Midlands
ORD-0166,2025-01-24,SKU015,Women's Leather Bag,Accessories,4,65.0,0,65.0,260.0,Dispatched,West Midlands
ORD-0167,2025-03-10,SKU016,Men's Graphic Tee,Menswear,4,15.0,0.2,12.0,48.0,Delivered,Yorkshire
ORD-0168,2025-02-06,SKU017,Women's Wide Leg Trousers,Womenswear,2,34.0,0,34.0,68.0,Delivered,Cardiff
ORD-0168,2025-02-06,SKU020,Men's Belt,Accessories,3,22.0,0,22.0,66.0,Delivered,Cardiff
ORD-0169,2025-03-24,SKU012,Men's Wool Coat,Menswear,1,89.0,0,89.0,89.0,Delivered,Liverpool
ORD-0170,2025-01-11,SKU009,Kids' School Polo 2-Pack,Childrenswear,4,12.0,0,12.0,48.0,Delivered,Liverpool
ORD-0170,2025-01-11,SKU015,Women's Leather Bag,Accessories,2,65.0,0.2,52.0,104.0,Delivered,Liverpool
ORD-0171,2025-02-14,SKU014,Cotton Bedding Set Double,Home,2,35.0,0.15,29.75,59.5,Delivered,Liverpool
ORD-0171,2025-02-14,SKU002,Women's Floral Dress,Womenswear,1,45.0,0.1,40.5,40.5,Delivered,Liverpool
ORD-0171,2025-02-14,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,2,16.0,0,16.0,32.0,Delivered,Liverpool
ORD-0172,2025-02-10,SKU011,Women's Running Trainers,Footwear,4,52.0,0,52.0,208.0,Delivered,West Midlands
ORD-0172,2025-02-10,SKU005,Women's Ankle Boots,Footwear,4,58.0,0.2,46.4,185.6,Delivered,West Midlands
ORD-0172,2025-02-10,SKU019,Faux Fur Throw,Home,1,42.0,0,42.0,42.0,Delivered,West Midlands
ORD-0173,2025-01-03,SKU005,Women's Ankle Boots,Footwear,4,58.0,0,58.0,232.0,Returned,Liverpool
ORD-0174,2025-02-06,SKU004,Men's Oxford Shirt,Menswear,4,26.0,0.2,20.8,83.2,Delivered,West Midlands
ORD-0175,2025-01-09,SKU016,Men's Graphic Tee,Menswear,1,15.0,0.25,11.25,11.25,Processing,Norwich
ORD-0176,2025-03-15,SKU005,Women's Ankle Boots,Footwear,1,58.0,0.1,52.2,52.2,Dispatched,Bristol
ORD-0177,2025-01-31,SKU006,Velvet Cushion Cover,Home,1,14.0,0.25,10.5,10.5,Delivered,Liverpool
ORD-0177,2025-01-31,SKU003,Kids' Puffer Jacket,Childrenswear,1,28.0,0.15,23.8,23.8,Delivered,Liverpool
ORD-0178,2025-03-02,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,1,16.0,0.1,14.4,14.4,Delivered,Edinburgh
ORD-0179,2025-01-09,SKU004,Men's Oxford Shirt,Menswear,2,26.0,0,26.0,52.0,Delivered,Norwich
ORD-0180,2025-02-15,SKU006,Velvet Cushion Cover,Home,2,14.0,0,14.0,28.0,Cancelled,Newcastle
ORD-0180,2025-02-15,SKU015,Women's Leather Bag,Accessories,1,65.0,0.2,52.0,52.0,Cancelled,Newcastle
ORD-0181,2025-01-05,SKU002,Women's Floral Dress,Womenswear,3,45.0,0,45.0,135.0,Delivered,Yorkshire
ORD-0182,2025-03-07,SKU018,Kids' Wellies,Footwear,1,20.0,0,20.0,20.0,Delivered,Newcastle
ORD-0183,2025-02-06,SKU002,Women's Floral Dress,Womenswear,1,45.0,0.1,40.5,40.5,Delivered,Edinburgh
ORD-0184,2025-02-25,SKU015,Women's Leather Bag,Accessories,4,65.0,0.1,58.5,234.0,Dispatched,Manchester
ORD-0184,2025-02-25,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,3,16.0,0,16.0,48.0,Dispatched,Manchester
ORD-0184,2025-02-25,SKU011,Women's Running Trainers,Footwear,4,52.0,0,52.0,208.0,Dispatched,Manchester
ORD-0185,2025-02-25,SKU006,Velvet Cushion Cover,Home,1,14.0,0,14.0,14.0,Delivered,Bristol
ORD-0185,2025-02-25,SKU018,Kids' Wellies,Footwear,3,20.0,0,20.0,60.0,Delivered,Bristol
ORD-0186,2025-02-09,SKU014,Cotton Bedding Set Double,Home,3,35.0,0.2,28.0,84.0,Dispatched,Manchester
ORD-0187,2025-01-06,SKU012,Men's Wool Coat,Menswear,1,89.0,0,89.0,89.0,Cancelled,Bristol
ORD-0187,2025-01-06,SKU014,Cotton Bedding Set Double,Home,4,35.0,0.1,31.5,126.0,Cancelled,Bristol
ORD-0188,2025-03-07,SKU006,Velvet Cushion Cover,Home,4,14.0,0,14.0,56.0,Cancelled,Norwich
ORD-0188,2025-03-07,SKU001,Men's Slim Fit Jeans,Menswear,2,32.0,0,32.0,64.0,Cancelled,Norwich
ORD-0188,2025-03-07,SKU005,Women's Ankle Boots,Footwear,2,58.0,0.1,52.2,104.4,Cancelled,Norwich
ORD-0189,2025-02-16,SKU019,Faux Fur Throw,Home,2,42.0,0.2,33.6,67.2,Returned,West Midlands
ORD-0190,2025-02-17,SKU003,Kids' Puffer Jacket,Childrenswear,3,28.0,0.15,23.8,71.4,Delivered,Norwich
ORD-0191,2025-02-10,SKU008,Women's Knit Jumper,Womenswear,4,38.0,0.25,28.5,114.0,Delivered,West Midlands
ORD-0191,2025-02-10,SKU004,Men's Oxford Shirt,Menswear,4,26.0,0.25,19.5,78.0,Delivered,West Midlands
ORD-0192,2025-01-16,SKU009,Kids' School Polo 2-Pack,Childrenswear,3,12.0,0.2,9.6,28.8,Delivered,Newcastle
ORD-0193,2025-01-26,SKU003,Kids' Puffer Jacket,Childrenswear,4,28.0,0,28.0,112.0,Delivered,Newcastle
ORD-0194,2025-03-29,SKU011,Women's Running Trainers,Footwear,2,52.0,0.1,46.8,93.6,Delivered,Bristol
ORD-0194,2025-03-29,SKU012,Men's Wool Coat,Menswear,2,89.0,0,89.0,178.0,Delivered,Bristol
ORD-0194,2025-03-29,SKU003,Kids' Puffer Jacket,Childrenswear,2,28.0,0,28.0,56.0,Delivered,Bristol
ORD-0194,2025-03-29,SKU010,Scented Candle Set,Home,2,18.0,0.2,14.4,28.8,Delivered,Bristol
ORD-0195,2025-01-04,SKU019,Faux Fur Throw,Home,2,42.0,0,42.0,84.0,Dispatched,Edinburgh
ORD-0196,2025-01-09,SKU016,Men's Graphic Tee,Menswear,4,15.0,0,15.0,60.0,Dispatched,Liverpool
ORD-0197,2025-01-17,SKU003,Kids' Puffer Jacket,Childrenswear,2,28.0,0,28.0,56.0,Delivered,Edinburgh
ORD-0197,2025-01-17,SKU015,Women's Leather Bag,Accessories,4,65.0,0.25,48.75,195.0,Delivered,Edinburgh
ORD-0197,2025-01-17,SKU019,Faux Fur Throw,Home,1,42.0,0,42.0,42.0,Delivered,Edinburgh
ORD-0197,2025-01-17,SKU017,Women's Wide Leg Trousers,Womenswear,2,34.0,0,34.0,68.0,Delivered,Edinburgh
ORD-0198,2025-01-22,SKU008,Women's Knit Jumper,Womenswear,3,38.0,0,38.0,114.0,Processing,Edinburgh
ORD-0199,2025-02-02,SKU018,Kids' Wellies,Footwear,3,20.0,0.25,15.0,45.0,Delivered,Bristol
ORD-0200,2025-01-12,SKU006,Velvet Cushion Cover,Home,2,14.0,0.1,12.6,25.2,Delivered,Norwich
ORD-0200,2025-01-12,SKU019,Faux Fur Throw,Home,1,42.0,0,42.0,42.0,Delivered,Norwich
ORD-0201,2025-01-11,SKU019,Faux Fur Throw,Home,2,42.0,0.15,35.7,71.4,Cancelled,Bristol
ORD-0202,2025-03-21,SKU016,Men's Graphic Tee,Menswear,3,15.0,0.2,12.0,36.0,Cancelled,Bristol
ORD-0202,2025-03-21,SKU018,Kids' Wellies,Footwear,2,20.0,0.15,17.0,34.0,Cancelled,Bristol
ORD-0203,2025-02-08,SKU002,Women's Floral Dress,Womenswear,4,45.0,0.2,36.0,144.0,Dispatched,Manchester
ORD-0204,2025-03-01,SKU020,Men's Belt,Accessories,3,22.0,0.1,19.8,59.4,Delivered,Manchester
ORD-0205,2025-02-21,SKU012,Men's Wool Coat,Menswear,1,89.0,0.1,80.1,80.1,Processing,Liverpool
ORD-0206,2025-01-31,SKU009,Kids' School Polo 2-Pack,Childrenswear,2,12.0,0,12.0,24.0,Delivered,Newcastle
ORD-0207,2025-01-07,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,2,16.0,0,16.0,32.0,Dispatched,Norwich
ORD-0208,2025-02-11,SKU011,Women's Running Trainers,Footwear,4,52.0,0.2,41.6,166.4,Processing,Newcastle
ORD-0208,2025-02-11,SKU007,Men's Chino Trousers,Menswear,3,30.0,0.2,24.0,72.0,Processing,Newcastle
ORD-0208,2025-02-11,SKU006,Velvet Cushion Cover,Home,1,14.0,0,14.0,14.0,Processing,Newcastle
ORD-0209,2025-02-20,SKU008,Women's Knit Jumper,Womenswear,1,38.0,0,38.0,38.0,Delivered,Norwich
ORD-0209,2025-02-20,SKU007,Men's Chino Trousers,Menswear,3,30.0,0.2,24.0,72.0,Delivered,Norwich
ORD-0210,2025-03-18,SKU016,Men's Graphic Tee,Menswear,4,15.0,0,15.0,60.0,Delivered,West Midlands
ORD-0210,2025-03-18,SKU010,Scented Candle Set,Home,3,18.0,0.1,16.2,48.6,Delivered,West Midlands
ORD-0210,2025-03-18,SKU018,Kids' Wellies,Footwear,4,20.0,0.1,18.0,72.0,Delivered,West Midlands
ORD-0211,2025-01-06,SKU019,Faux Fur Throw,Home,3,42.0,0.25,31.5,94.5,Delivered,Liverpool
ORD-0212,2025-02-06,SKU017,Women's Wide Leg Trousers,Womenswear,3,34.0,0,34.0,102.0,Processing,Newcastle
ORD-0213,2025-01-17,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,4,16.0,0.25,12.0,48.0,Delivered,Manchester
ORD-0213,2025-01-17,SKU012,Men's Wool Coat,Menswear,1,89.0,0,89.0,89.0,Delivered,Manchester
ORD-0213,2025-01-17,SKU011,Women's Running Trainers,Footwear,1,52.0,0,52.0,52.0,Delivered,Manchester
ORD-0213,2025-01-17,SKU019,Faux Fur Throw,Home,3,42.0,0.2,33.6,100.8,Delivered,Manchester
ORD-0214,2025-03-08,SKU020,Men's Belt,Accessories,3,22.0,0.1,19.8,59.4,Delivered,Liverpool
ORD-0215,2025-01-21,SKU020,Men's Belt,Accessories,3,22.0,0.25,16.5,49.5,Returned,Bristol
ORD-0216,2025-03-07,SKU019,Faux Fur Throw,Home,3,42.0,0.1,37.8,113.4,Delivered,Newcastle
ORD-0216,2025-03-07,SKU010,Scented Candle Set,Home,1,18.0,0.15,15.3,15.3,Delivered,Newcastle
ORD-0217,2025-03-16,SKU001,Men's Slim Fit Jeans,Menswear,3,32.0,0,32.0,96.0,Dispatched,Norwich
ORD-0218,2025-01-07,SKU006,Velvet Cushion Cover,Home,2,14.0,0,14.0,28.0,Dispatched,Norwich
ORD-0218,2025-01-07,SKU017,Women's Wide Leg Trousers,Womenswear,1,34.0,0,34.0,34.0,Dispatched,Norwich
ORD-0219,2025-01-25,SKU011,Women's Running Trainers,Footwear,4,52.0,0,52.0,208.0,Delivered,Cardiff
ORD-0220,2025-02-22,SKU020,Men's Belt,Accessories,2,22.0,0.25,16.5,33.0,Delivered,West Midlands
ORD-0220,2025-02-22,SKU016,Men's Graphic Tee,Menswear,3,15.0,0.2,12.0,36.0,Delivered,West Midlands
ORD-0221,2025-03-09,SKU006,Velvet Cushion Cover,Home,3,14.0,0.25,10.5,31.5,Processing,Newcastle
ORD-0222,2025-02-15,SKU009,Kids' School Polo 2-Pack,Childrenswear,3,12.0,0.25,9.0,27.0,Delivered,Yorkshire
ORD-0222,2025-02-15,SKU016,Men's Graphic Tee,Menswear,3,15.0,0,15.0,45.0,Delivered,Yorkshire
ORD-0223,2025-02-08,SKU007,Men's Chino Trousers,Menswear,3,30.0,0.25,22.5,67.5,Dispatched,Edinburgh
ORD-0223,2025-02-08,SKU016,Men's Graphic Tee,Menswear,3,15.0,0,15.0,45.0,Dispatched,Edinburgh
ORD-0224,2025-01-16,SKU018,Kids' Wellies,Footwear,2,20.0,0,20.0,40.0,Delivered,Cardiff
ORD-0224,2025-01-16,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,1,16.0,0,16.0,16.0,Delivered,Cardiff
ORD-0225,2025-01-11,SKU015,Women's Leather Bag,Accessories,2,65.0,0,65.0,130.0,Dispatched,Bristol
ORD-0226,2025-03-10,SKU018,Kids' Wellies,Footwear,1,20.0,0,20.0,20.0,Delivered,Bristol
ORD-0227,2025-02-01,SKU017,Women's Wide Leg Trousers,Womenswear,2,34.0,0,34.0,68.0,Cancelled,Yorkshire
ORD-0228,2025-01-13,SKU016,Men's Graphic Tee,Menswear,2,15.0,0,15.0,30.0,Cancelled,London
ORD-0229,2025-03-12,SKU006,Velvet Cushion Cover,Home,3,14.0,0,14.0,42.0,Delivered,Yorkshire
ORD-0229,2025-03-12,SKU014,Cotton Bedding Set Double,Home,1,35.0,0,35.0,35.0,Delivered,Yorkshire
ORD-0229,2025-03-12,SKU016,Men's Graphic Tee,Menswear,2,15.0,0.25,11.25,22.5,Delivered,Yorkshire
ORD-0229,2025-03-12,SKU018,Kids' Wellies,Footwear,1,20.0,0,20.0,20.0,Delivered,Yorkshire
ORD-0230,2025-02-23,SKU006,Velvet Cushion Cover,Home,3,14.0,0,14.0,42.0,Delivered,Newcastle
ORD-0230,2025-02-23,SKU002,Women's Floral Dress,Womenswear,1,45.0,0,45.0,45.0,Delivered,Newcastle
ORD-0230,2025-02-23,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,1,16.0,0.1,14.4,14.4,Delivered,Newcastle
ORD-0231,2025-02-06,SKU018,Kids' Wellies,Footwear,2,20.0,0.25,15.0,30.0,Dispatched,Liverpool
ORD-0232,2025-03-01,SKU004,Men's Oxford Shirt,Menswear,4,26.0,0,26.0,104.0,Delivered,Edinburgh
ORD-0233,2025-01-24,SKU011,Women's Running Trainers,Footwear,2,52.0,0,52.0,104.0,Returned,Bristol
ORD-0234,2025-03-20,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,4,16.0,0,16.0,64.0,Delivered,Edinburgh
ORD-0234,2025-03-20,SKU014,Cotton Bedding Set Double,Home,2,35.0,0,35.0,70.0,Delivered,Edinburgh
ORD-0234,2025-03-20,SKU017,Women's Wide Leg Trousers,Womenswear,4,34.0,0.1,30.6,122.4,Delivered,Edinburgh
ORD-0235,2025-02-01,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,3,16.0,0.1,14.4,43.2,Dispatched,Yorkshire
ORD-0236,2025-02-08,SKU019,Faux Fur Throw,Home,3,42.0,0,42.0,126.0,Cancelled,Bristol
ORD-0236,2025-02-08,SKU001,Men's Slim Fit Jeans,Menswear,1,32.0,0,32.0,32.0,Cancelled,Bristol
ORD-0237,2025-03-01,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,1,16.0,0,16.0,16.0,Delivered,Liverpool
ORD-0238,2025-02-17,SKU008,Women's Knit Jumper,Womenswear,4,38.0,0.1,34.2,136.8,Delivered,Newcastle
ORD-0238,2025-02-17,SKU005,Women's Ankle Boots,Footwear,4,58.0,0.25,43.5,174.0,Delivered,Newcastle
ORD-0239,2025-03-02,SKU007,Men's Chino Trousers,Menswear,4,30.0,0.25,22.5,90.0,Delivered,Norwich
ORD-0239,2025-03-02,SKU008,Women's Knit Jumper,Womenswear,3,38.0,0,38.0,114.0,Delivered,Norwich
ORD-0240,2025-03-14,SKU018,Kids' Wellies,Footwear,2,20.0,0,20.0,40.0,Delivered,Liverpool
ORD-0241,2025-02-11,SKU015,Women's Leather Bag,Accessories,1,65.0,0.25,48.75,48.75,Dispatched,Norwich
ORD-0241,2025-02-11,SKU004,Men's Oxford Shirt,Menswear,4,26.0,0,26.0,104.0,Dispatched,Norwich
ORD-0241,2025-02-11,SKU007,Men's Chino Trousers,Menswear,4,30.0,0,30.0,120.0,Dispatched,Norwich
ORD-0242,2025-03-07,SKU019,Faux Fur Throw,Home,4,42.0,0,42.0,168.0,Processing,West Midlands
ORD-0243,2025-01-03,SKU001,Men's Slim Fit Jeans,Menswear,1,32.0,0,32.0,32.0,Returned,Yorkshire
ORD-0244,2025-02-24,SKU003,Kids' Puffer Jacket,Childrenswear,1,28.0,0.2,22.4,22.4,Delivered,Liverpool
ORD-0245,2025-01-05,SKU006,Velvet Cushion Cover,Home,4,14.0,0.1,12.6,50.4,Cancelled,Manchester
ORD-0246,2025-02-18,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,2,16.0,0.1,14.4,28.8,Delivered,Cardiff
ORD-0247,2025-01-16,SKU018,Kids' Wellies,Footwear,2,20.0,0,20.0,40.0,Processing,Cardiff
ORD-0248,2025-01-01,SKU010,Scented Candle Set,Home,4,18.0,0,18.0,72.0,Dispatched,Liverpool
ORD-0248,2025-01-01,SKU015,Women's Leather Bag,Accessories,2,65.0,0.2,52.0,104.0,Dispatched,Liverpool
ORD-0249,2025-02-14,SKU007,Men's Chino Trousers,Menswear,4,30.0,0,30.0,120.0,Delivered,London
ORD-0250,2025-01-31,SKU004,Men's Oxford Shirt,Menswear,4,26.0,0,26.0,104.0,Delivered,Norwich
ORD-0251,2025-02-01,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,2,16.0,0,16.0,32.0,Processing,Yorkshire
ORD-0251,2025-02-01,SKU015,Women's Leather Bag,Accessories,2,65.0,0.25,48.75,97.5,Processing,Yorkshire
ORD-0252,2025-02-07,SKU019,Faux Fur Throw,Home,3,42.0,0,42.0,126.0,Returned,Edinburgh
ORD-0253,2025-02-08,SKU017,Women's Wide Leg Trousers,Womenswear,1,34.0,0.25,25.5,25.5,Delivered,Bristol
ORD-0253,2025-02-08,SKU008,Women's Knit Jumper,Womenswear,2,38.0,0.15,32.3,64.6,Delivered,Bristol
ORD-0253,2025-02-08,SKU014,Cotton Bedding Set Double,Home,4,35.0,0,35.0,140.0,Delivered,Bristol
ORD-0254,2025-02-14,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,2,16.0,0,16.0,32.0,Dispatched,Cardiff
ORD-0254,2025-02-14,SKU017,Women's Wide Leg Trousers,Womenswear,4,34.0,0,34.0,136.0,Dispatched,Cardiff
ORD-0254,2025-02-14,SKU011,Women's Running Trainers,Footwear,4,52.0,0,52.0,208.0,Dispatched,Cardiff
ORD-0255,2025-01-29,SKU005,Women's Ankle Boots,Footwear,4,58.0,0.15,49.3,197.2,Delivered,Newcastle
ORD-0256,2025-03-13,SKU013,Baby Sleepsuit 3-Pack,Childrenswear,3,16.0,0,16.0,48.0,Delivered,Bristol
ORD-0256,2025-03-13,SKU008,Women's Knit Jumper,Womenswear,4,38.0,0.1,34.2,136.8,Delivered,Bristol
ORD-0257,2025-01-12,SKU007,Men's Chino Trousers,Menswear,1,30.0,0,30.0,30.0,Dispatched,Bristol
